numero_contrato,uasg,orgao_nome,porte_orgao,tipo_servico,data_inicio,data_fim_planejado,data_fim_real,dias_vigencia_original,dias_prorrogados,valor_inicial,valor_atual,quantidade_aditivos,atrasado,cancelado,motivo_cancelamento,overrun_percentual,fracasso_institucional,score_risco_fracasso,predito_fracasso
CONTRATO-2024-11277,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2024-04-02,2025-09-20,2025-09-20,536,0,2768547.09,2768547.09,0,0,0,Nenhum,0.0,0,0.14934944057097885,0
CONTRATO-2023-11278,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Consultoria e Projetos de Inovação,2023-08-02,2024-09-01,2024-10-31,396,60,1959046.61,1961874.45,1,0,0,Nenhum,0.0014,0,0.2114415943126727,0
CONTRATO-2024-11279,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2024-04-06,2026-03-27,2026-03-27,720,0,2868370.09,2868370.09,0,0,0,Nenhum,0.0,0,0.10593204729137294,0
CONTRATO-2024-11280,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2024-01-03,2025-02-16,2025-02-16,410,0,577579.31,577579.31,0,0,0,Nenhum,0.0,0,0.02876120373057818,0
CONTRATO-2026-11281,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2026-03-22,2027-05-03,2028-01-25,407,267,470590.72,509020.55,1,1,0,Nenhum,0.0817,1,0.37354579252939674,0
CONTRATO-2021-11282,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2021-11-12,2022-11-06,2022-11-06,359,0,826887.69,826887.69,0,0,0,Nenhum,0.0,0,0.06873831439675777,0
CONTRATO-2021-11283,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2021-11-15,2023-01-07,2023-04-07,418,90,1535844.35,1590394.38,1,0,0,Nenhum,0.0355,0,0.24904522338813118,0
CONTRATO-2022-11284,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2022-01-25,2024-02-04,2024-02-04,740,0,1612626.74,1612626.74,0,0,0,Nenhum,0.0,0,0.1602976460244671,0
CONTRATO-2021-11285,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2021-05-26,2022-07-17,2022-07-17,417,0,1349929.9,1349929.9,0,0,0,Nenhum,0.0,0,0.19191533585096163,0
CONTRATO-2021-11286,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Hardware e Equipamentos de Rede,2021-06-26,2022-08-09,2022-08-09,409,0,911577.46,911577.46,0,0,0,Nenhum,0.0,0,0.13144034777138544,0
CONTRATO-2025-11287,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2025-09-18,2027-09-28,2027-09-28,740,0,1369149.2,1369149.2,0,0,0,Nenhum,0.0,0,0.22442773272297262,0
CONTRATO-2024-11288,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2024-01-24,2025-11-10,2025-11-10,656,0,4075578.14,4075578.14,0,0,0,Nenhum,0.0,0,0.40897145929819684,0
CONTRATO-2022-11289,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2022-05-23,2024-05-25,2024-05-25,733,0,4471842.83,4471842.83,0,0,0,Nenhum,0.0,0,0.14029084984808768,0
CONTRATO-2024-11290,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Consultoria e Projetos de Inovação,2024-07-20,2025-05-08,2025-05-08,292,0,1761205.98,1761205.98,0,0,0,Nenhum,0.0,0,0.22054041949377004,0
CONTRATO-2024-11291,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2024-05-06,2026-05-08,2026-08-06,732,90,2369545.71,2433762.46,1,0,0,Nenhum,0.0271,0,0.2160177544955862,0
CONTRATO-2025-11292,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2025-11-19,2026-11-27,2026-11-27,373,0,776850.01,776850.01,0,0,0,Nenhum,0.0,0,0.12238002946480156,0
CONTRATO-2026-11293,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2026-07-21,2027-07-09,2027-07-09,353,0,321271.64,321271.64,0,0,0,Nenhum,0.0,0,0.017645809415203294,0
CONTRATO-2026-11294,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2026-12-19,2028-04-21,2028-06-30,489,70,4466621.56,2509878.17,0,0,1,Consensual,-0.4381,1,0.60454494210345,1
CONTRATO-2022-11295,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2022-01-06,2022-12-25,2022-12-25,353,0,917329.54,917329.54,0,0,0,Nenhum,0.0,0,0.07543877302002326,0
CONTRATO-2026-11296,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Licenças de Software Proprietário,2026-12-18,2027-12-28,2027-12-28,375,0,432635.9,432635.9,0,0,0,Nenhum,0.0,0,0.03519452174613705,0
CONTRATO-2021-11297,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2021-09-23,2022-09-25,2022-09-25,367,0,807882.7,807882.7,0,0,0,Nenhum,0.0,0,0.04074225675437227,0
CONTRATO-2022-11298,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Nuvem e Infraestrutura de TI,2022-09-11,2024-09-13,2025-03-04,733,172,1275403.2,1392874.45,2,1,0,Nenhum,0.0921,1,0.36072391969955164,0
CONTRATO-2026-11299,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Hardware e Equipamentos de Rede,2026-02-13,2027-03-02,2027-03-02,382,0,692553.45,692553.45,0,0,0,Nenhum,0.0,0,0.14884724880761094,0
CONTRATO-2023-11300,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Nuvem e Infraestrutura de TI,2023-02-09,2025-02-21,2025-02-21,743,0,3115987.94,3115987.94,0,0,0,Nenhum,0.0,0,0.3645841015448718,0
CONTRATO-2022-11301,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Consultoria e Projetos de Inovação,2022-10-01,2023-12-12,2023-12-12,437,0,1011139.58,1011139.58,0,0,0,Nenhum,0.0,0,0.3033575252226929,0
CONTRATO-2025-11302,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2025-09-10,2027-03-12,2027-03-12,548,0,4178310.53,4178310.53,0,0,0,Nenhum,0.0,0,0.4128849672626822,0
CONTRATO-2023-11303,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2023-05-28,2024-04-28,2024-04-28,336,0,496691.54,496691.54,0,0,0,Nenhum,0.0,0,0.07750262753098434,0
CONTRATO-2026-11304,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2026-05-12,2028-04-03,2028-04-03,692,0,2082975.79,2082975.79,0,0,0,Nenhum,0.0,0,0.0607376296749902,0
CONTRATO-2026-11305,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Suporte Técnico e Manutenção,2026-10-11,2027-09-21,2027-09-21,345,0,590591.13,590591.13,0,0,0,Nenhum,0.0,0,0.04894531645652209,0
CONTRATO-2024-11306,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Suporte Técnico e Manutenção,2024-02-02,2025-01-09,2025-01-09,342,0,420260.62,420260.62,0,0,0,Nenhum,0.0,0,0.05992852100202559,0
CONTRATO-2022-11307,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2022-08-31,2024-08-13,2024-08-13,713,0,2243118.53,2243118.53,0,0,0,Nenhum,0.0,0,0.23015379495883034,0
CONTRATO-2025-11308,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2025-07-27,2026-06-16,2026-06-16,324,0,450472.84,450472.84,0,0,0,Nenhum,0.0,0,0.13609244053487377,0
CONTRATO-2024-11309,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Consultoria e Projetos de Inovação,2024-08-10,2025-08-16,2025-11-14,371,90,1004194.72,1053268.6,1,0,0,Nenhum,0.0489,0,0.30287973417814945,0
CONTRATO-2022-11310,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2022-03-10,2024-02-16,2024-03-17,708,30,1371210.25,1434268.29,1,0,0,Nenhum,0.046,0,0.20630937820904077,0
CONTRATO-2025-11311,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2025-09-11,2026-08-22,2026-08-22,345,0,933250.38,933250.38,0,0,0,Nenhum,0.0,0,0.17110125271289933,0
CONTRATO-2022-11312,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Hardware e Equipamentos de Rede,2022-07-25,2023-08-16,2023-08-16,387,0,839802.82,839802.82,0,0,0,Nenhum,0.0,0,0.1972274703189173,0
CONTRATO-2023-11313,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Licenças de Software Proprietário,2023-11-17,2024-12-11,2024-12-11,390,0,339139.96,339139.96,0,0,0,Nenhum,0.0,0,0.06352282023263538,0
CONTRATO-2023-11314,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2023-02-21,2024-09-17,2024-09-17,574,0,2209870.56,2209870.56,0,0,0,Nenhum,0.0,0,0.2999357649476256,0
CONTRATO-2023-11315,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Suporte Técnico e Manutenção,2023-03-16,2024-02-15,2024-05-15,336,90,515319.55,518156.83,1,0,0,Nenhum,0.0055,0,0.060030984112414386,0
CONTRATO-2026-11316,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Suporte Técnico e Manutenção,2026-04-20,2027-04-08,2027-04-08,353,0,588915.74,588915.74,0,0,0,Nenhum,0.0,0,0.1475963001442981,0
CONTRATO-2026-11317,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Suporte Técnico e Manutenção,2026-04-08,2027-03-15,2027-04-14,341,30,805562.78,806249.77,1,0,0,Nenhum,0.0009,0,0.08840573107505906,0
CONTRATO-2023-11318,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2023-04-11,2024-10-11,2024-10-11,549,0,6159199.73,6159199.73,0,0,0,Nenhum,0.0,0,0.37646098818943136,0
CONTRATO-2021-11319,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Nuvem e Infraestrutura de TI,2021-06-23,2023-06-22,2023-06-22,729,0,3133163.37,3133163.37,0,0,0,Nenhum,0.0,0,0.10371330898767246,0
CONTRATO-2022-11320,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Hardware e Equipamentos de Rede,2022-01-30,2022-12-17,2022-12-17,321,0,1137425.26,1137425.26,0,0,0,Nenhum,0.0,0,0.1312190165990576,0
CONTRATO-2023-11321,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2023-05-26,2024-05-30,2024-05-30,370,0,1789054.65,1789054.65,0,0,0,Nenhum,0.0,0,0.15715263365742277,0
CONTRATO-2024-11322,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Suporte Técnico e Manutenção,2024-08-09,2025-08-30,2025-08-30,386,0,426001.49,426001.49,0,0,0,Nenhum,0.0,0,0.10554411062319852,0
CONTRATO-2023-11323,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2023-03-23,2024-02-21,2024-02-21,335,0,407207.9,407207.9,0,0,0,Nenhum,0.0,0,0.09002673186952619,0
CONTRATO-2023-11324,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2023-10-23,2024-10-10,2024-10-10,353,0,582467.59,582467.59,0,0,0,Nenhum,0.0,0,0.046777226114878764,0
CONTRATO-2026-11325,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2026-03-28,2027-09-21,2028-07-17,542,300,4783742.38,5992426.52,5,0,0,Nenhum,0.2527,1,0.5231785318152542,1
CONTRATO-2026-11326,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2026-06-23,2027-10-04,2029-01-26,468,480,3341942.68,3986721.7,4,0,0,Nenhum,0.1929,1,0.6532179683575038,1
CONTRATO-2021-11327,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2021-02-02,2022-01-03,2022-03-09,335,65,714572.47,342479.91,0,0,1,Inexecução Parcial,-0.5207,1,0.1356813746028229,0
CONTRATO-2021-11328,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Nuvem e Infraestrutura de TI,2021-05-06,2023-02-16,2023-02-16,651,0,3119199.38,3119199.38,0,0,0,Nenhum,0.0,0,0.2789449681985021,0
CONTRATO-2024-11329,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2024-07-28,2025-07-04,2025-07-04,341,0,871952.81,871952.81,0,0,0,Nenhum,0.0,0,0.11107460716292408,0
CONTRATO-2025-11330,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2025-03-24,2026-04-18,2027-01-11,390,268,1705894.34,1890510.32,2,1,0,Nenhum,0.1082,1,0.37895052890884,0
CONTRATO-2023-11331,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2023-05-14,2024-05-01,2024-05-01,353,0,490606.83,490606.83,0,0,0,Nenhum,0.0,0,0.014502857695086795,0
CONTRATO-2022-11332,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2022-03-21,2023-03-22,2023-03-22,366,0,889849.25,889849.25,0,0,0,Nenhum,0.0,0,0.039049776501605356,0
CONTRATO-2025-11333,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2025-02-27,2027-02-21,2027-02-21,724,0,5400362.37,5400362.37,0,0,0,Nenhum,0.0,0,0.18152012304814755,0
CONTRATO-2022-11334,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Suporte Técnico e Manutenção,2022-04-29,2023-05-02,2023-05-02,368,0,455656.6,455656.6,0,0,0,Nenhum,0.0,0,0.019769729715609915,0
CONTRATO-2022-11335,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2022-03-25,2023-03-27,2023-03-27,367,0,1931171.24,1931171.24,0,0,0,Nenhum,0.0,0,0.2970952903283804,0
CONTRATO-2026-11336,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2026-12-14,2027-12-03,2028-02-01,354,60,357206.12,363627.46,1,0,0,Nenhum,0.018,0,0.1846625369024459,0
CONTRATO-2026-11337,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Consultoria e Projetos de Inovação,2026-11-28,2027-11-06,2028-06-28,343,235,2155175.75,2300260.52,1,1,0,Nenhum,0.0673,1,0.43136775095155017,0
CONTRATO-2026-11338,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Consultoria e Projetos de Inovação,2026-02-28,2027-05-03,2027-05-03,429,0,1687831.18,1687831.18,0,0,0,Nenhum,0.0,0,0.35361979858908266,0
CONTRATO-2026-11339,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Consultoria e Projetos de Inovação,2026-09-24,2027-09-17,2027-12-16,358,90,1764515.65,1003227.34,2,0,1,Decisão Judicial,-0.4314,1,0.2748063496414534,0
CONTRATO-2021-11340,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2021-06-22,2022-06-21,2022-06-27,364,6,387417.35,161383.01,0,0,1,Inexecução Parcial,-0.5834,1,0.20109247970091843,0
CONTRATO-2021-11341,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Suporte Técnico e Manutenção,2021-09-23,2022-09-23,2022-09-23,365,0,712678.37,712678.37,0,0,0,Nenhum,0.0,0,0.1263375106289979,0
CONTRATO-2021-11342,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2021-11-17,2022-12-05,2022-12-24,383,19,1976972.69,1382442.79,1,0,1,Decisão Judicial,-0.3007,1,0.48307610697065895,0
CONTRATO-2022-11343,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2022-12-14,2024-06-18,2024-06-18,552,0,4415898.75,4415898.75,0,0,0,Nenhum,0.0,0,0.359638370795496,0
CONTRATO-2021-11344,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2021-10-12,2022-11-02,2022-11-02,386,0,238070.0,238070.0,0,0,0,Nenhum,0.0,0,0.03205512221952555,0
CONTRATO-2024-11345,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Hardware e Equipamentos de Rede,2024-12-19,2025-12-23,2025-12-23,369,0,740883.26,740883.26,0,0,0,Nenhum,0.0,0,0.060794035157417284,0
CONTRATO-2025-11346,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2025-10-16,2026-11-10,2026-11-10,390,0,390015.3,390015.3,0,0,0,Nenhum,0.0,0,0.041281529074002406,0
CONTRATO-2025-11347,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2025-06-22,2026-06-01,2026-06-01,344,0,593646.18,593646.18,0,0,0,Nenhum,0.0,0,0.0913807750283305,0
CONTRATO-2024-11348,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2024-02-18,2025-07-15,2025-08-14,513,30,5682852.75,5755213.93,1,0,0,Nenhum,0.0127,0,0.37681894734464444,0
CONTRATO-2025-11349,170010,Base Aérea de Brasília (BABR),Médio,Nuvem e Infraestrutura de TI,2025-06-23,2027-07-12,2027-07-12,749,0,3745746.05,3745746.05,0,0,0,Nenhum,0.0,0,0.08146734975392284,0
CONTRATO-2025-11350,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2025-03-22,2027-02-17,2027-02-17,697,0,1478402.49,1478402.49,0,0,0,Nenhum,0.0,0,0.1534359723295377,0
CONTRATO-2023-11351,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Nuvem e Infraestrutura de TI,2023-01-15,2024-12-20,2025-10-16,705,300,3059713.54,4302798.26,5,0,0,Nenhum,0.4063,1,0.3157536891985049,0
CONTRATO-2022-11352,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2022-05-04,2023-09-12,2025-01-04,496,480,5679286.78,7434145.64,4,0,0,Nenhum,0.309,1,0.46764922424755345,0
CONTRATO-2021-11353,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2021-04-19,2022-03-11,2022-03-11,326,0,715636.1,715636.1,0,0,0,Nenhum,0.0,0,0.13019190194656122,0
CONTRATO-2026-11354,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2026-07-08,2027-06-08,2027-06-08,335,0,927468.7,927468.7,0,0,0,Nenhum,0.0,0,0.19609913983702956,0
CONTRATO-2022-11355,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Hardware e Equipamentos de Rede,2022-02-25,2023-03-15,2023-03-15,383,0,758192.38,758192.38,0,0,0,Nenhum,0.0,0,0.07961874278175475,0
CONTRATO-2022-11356,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2022-07-31,2023-08-17,2023-09-16,382,30,482895.26,500261.11,1,0,0,Nenhum,0.036,0,0.1604657190907753,0
CONTRATO-2021-11357,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2021-07-30,2022-09-11,2022-10-11,408,30,569745.75,597930.92,1,0,0,Nenhum,0.0495,0,0.18421673897141788,0
CONTRATO-2023-11358,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2023-08-28,2024-09-03,2024-09-03,372,0,511611.5,511611.5,0,0,0,Nenhum,0.0,0,0.14268621729719821,0
CONTRATO-2023-11359,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2023-12-13,2025-01-18,2025-04-18,402,90,889574.11,904016.7,1,0,0,Nenhum,0.0162,0,0.12316284014142484,0
CONTRATO-2025-11360,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2025-12-15,2027-06-08,2027-06-08,540,0,1316613.42,1316613.42,0,0,0,Nenhum,0.0,0,0.22130857265467957,0
CONTRATO-2026-11361,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Desenvolvimento de Software Customizado,2026-12-09,2028-04-24,2028-04-24,502,0,4277047.49,4277047.49,0,0,0,Nenhum,0.0,0,0.24360758809078834,0
CONTRATO-2024-11362,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2024-08-09,2025-12-24,2026-05-02,502,129,2509682.28,2745816.8,2,1,0,Nenhum,0.0941,1,0.6380493697002689,1
CONTRATO-2025-11363,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2025-01-28,2026-02-04,2026-09-06,372,214,474169.96,515415.92,2,1,0,Nenhum,0.087,1,0.23581827590514645,0
CONTRATO-2026-11364,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2026-04-25,2027-05-30,2027-05-30,400,0,889888.13,889888.13,0,0,0,Nenhum,0.0,0,0.02754089925256574,0
CONTRATO-2026-11365,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2026-04-10,2027-10-04,2027-10-04,542,0,3809602.91,3809602.91,0,0,0,Nenhum,0.0,0,0.33597381006460203,0
CONTRATO-2022-11366,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2022-01-17,2023-09-18,2025-05-10,609,600,5305084.81,6521692.26,5,0,0,Nenhum,0.2293,1,0.6460794247783483,1
CONTRATO-2024-11367,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Licenças de Software Proprietário,2024-11-09,2025-10-29,2025-10-29,354,0,450564.62,450564.62,0,0,0,Nenhum,0.0,0,0.050698093948402426,0
CONTRATO-2024-11368,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Consultoria e Projetos de Inovação,2024-04-09,2025-04-22,2025-04-22,378,0,1223977.67,1223977.67,0,0,0,Nenhum,0.0,0,0.38497629557941065,0
