titulo,autores,ano,resumo,link
Bridging Speech and Text: Enhancing ASR with Pinyin-to-Character Pre-training in LLMs,Yang Yuhang; Peng Yizhou; Eng Siong Chng; Xionghu Zhong,2024,"The integration of large language models (LLMs) with pre-trained speech models has opened up new avenues in automatic speech recognition (ASR). While LLMs excel in multimodal understanding tasks, effectively leveraging their capabilities for ASR remains a significant challenge. This paper presents a novel training approach to enhance LLM performance in ASR tasks. We propose pre-training LLMs on Pinyin embedding sequences, which represent pronunciation features, to generate corresponding Chinese ",http://arxiv.org/abs/2409.16005v1
C2HLSC: Can LLMs Bridge the Software-to-Hardware Design Gap?,Luca Collini; Siddharth Garg; Ramesh Karri,2024,"High Level Synthesis (HLS) tools offer rapid hardware design from C code, but their compatibility is limited by code constructs. This paper investigates Large Language Models (LLMs) for refactoring C code into HLS-compatible formats. We present several case studies by using an LLM to rewrite C code for NIST 800-22 randomness tests, a QuickSort algorithm and AES-128 into HLS-synthesizable c. The LLM iteratively transforms the C code guided by user prompts, implementing functions like streaming da",http://arxiv.org/abs/2406.09233v1
Augmenting Dialog with Think-Aloud Utterances for Modeling Individual Personality Traits by LLM,Seiya Ishikura; Hiroaki Yamada; Tatsuya Hiraoka; Hiroaki Yamada; Takenobu Tokunaga,2025,"This study proposes augmenting dialog data with think-aloud utterances (TAUs) for modeling individual personalities in text chat by LLM. TAU is a verbalization of a speaker's thought before articulating the utterance. We expect ""persona LLMs"" trained with TAU-augmented data can mimic the speaker's personality trait better. We tested whether the trained persona LLMs obtain the human personality with respect to Big Five, a framework characterizing human personality traits from five aspects. The re",http://arxiv.org/abs/2510.09158v2
Robust Language Identification for Romansh Varieties,Charlotte Model; Sina Ahmadi; Jannis Vamvas,2026,"The Romansh language has several regional varieties, called idioms, which sometimes have limited mutual intelligibility. Despite this linguistic diversity, there has been a lack of documented efforts to build a language identification (LID) system that can distinguish between these idioms. Since Romansh LID should also be able to recognize Rumantsch Grischun, a supra-regional variety that combines elements of several idioms, this makes for a novel and interesting classification problem. In this ",http://arxiv.org/abs/2603.15969v2
A global scavenging and circulation ocean model of thorium-230 and protactinium-231 with realistic particle dynamics (NEMO-ProThorP 0.1),Marco van Hulten; Jean-Claude Dutay; Matthieu Roy-Barman,2017,"In this paper, we set forth a 3-D ocean model of the radioactive trace isotopes Th-230 and Pa-231. The interest arises from the fact that these isotopes are extensively used for investigating particle transport in the ocean and reconstructing past ocean circulation. The tracers are reversibly scavenged by biogenic and lithogenic particles.   Our simulations of Th-230 and Pa-231 are based on the NEMO-PISCES ocean biogeochemistry general circulation model, which includes biogenic particles, namely",http://arxiv.org/abs/1708.04157v2
Learning From Failure: Integrating Negative Examples when Fine-tuning Large Language Models as Agents,Renxi Wang; Haonan Li; Xudong Han; Yixuan Zhang; Timothy Baldwin,2024,"Large language models (LLMs) have achieved success in acting as agents, which interact with environments through tools such as search engines. However, LLMs are optimized for language generation instead of tool use during training or alignment, limiting their effectiveness as agents. To resolve this problem, previous work has first collected interaction trajectories between LLMs and environments, using only trajectories that successfully finished the task to fine-tune smaller models, making fine",http://arxiv.org/abs/2402.11651v2
Zero-Shot Embedding Drift Detection: A Lightweight Defense Against Prompt Injections in LLMs,Anirudh Sekar; Mrinal Agarwal; Rachel Sharma; Akitsugu Tanaka; Jasmine Zhang,2026,"Prompt injection attacks have become an increasing vulnerability for LLM applications, where adversarial prompts exploit indirect input channels such as emails or user-generated content to circumvent alignment safeguards and induce harmful or unintended outputs. Despite advances in alignment, even state-of-the-art LLMs remain broadly vulnerable to adversarial prompts, underscoring the urgent need for robust, productive, and generalizable detection mechanisms beyond inefficient, model-specific pa",http://arxiv.org/abs/2601.12359v1
Beyond the Golden Teacher: Enhancing Graph Learning through LLM-GNN Co-teaching,Zhuoyi Peng; Hanlin Gu; Lixin Fan; Yi Yang,2026,"Text-attributed graphs (TAGs) underlie real-world applications such as citation networks, social media, and e-commerce. Few-shot graph learning on TAGs is hard: with only a handful of labels per class and the rest of the graph unannotated, neither GNNs nor LLMs can learn well on their own. GNNs read topology and fail on cold nodes; LLMs read text and fail on text-ambiguous nodes. Existing LLM-GNN methods all follow the same recipe: designate one model as the golden teacher and use its outputs (e",http://arxiv.org/abs/2606.11583v1
Self-Control of LLM Behaviors by Compressing Suffix Gradient into Prefix Controller,Min Cai; Yuchen Zhang; Shichang Zhang; Fan Yin; Dan Zhang,2024,"We propose SelfControl, an inference-time model control method utilizing gradients to control the behavior of large language models (LLMs) without explicit human annotations. Given a desired behavior expressed in a natural language suffix string concatenated to the input prompt, SelfControl computes gradients of the LLM's self-evaluation of the suffix with respect to its latent representations. The gradients are used to directly control the auto-regressive generation process towards desired beha",http://arxiv.org/abs/2406.02721v3
LLM+MAP: Bimanual Robot Task Planning using Large Language Models and Planning Domain Definition Language,Kun Chu; Xufeng Zhao; Cornelius Weber; Stefan Wermter,2025,"Bimanual robotic manipulation provides significant versatility, but also presents an inherent challenge due to the complexity involved in the spatial and temporal coordination between two hands. Existing works predominantly focus on attaining human-level manipulation skills for robotic hands, yet little attention has been paid to task planning on long-horizon timescales. With their outstanding in-context learning and zero-shot generation abilities, Large Language Models (LLMs) have been applied ",http://arxiv.org/abs/2503.17309v1
RecoAtlas: From Semantic Plausibility to Set-Level Utility in LLM Recommendation Agents,Imad Aouali; Flavian Vasile; Otmane Sakhi; Alexandre Gilotte; Benjamin Heymann,2026,"LLM recommendation agents increasingly produce structured recommendation reports: sets of items accompanied by natural-language justifications. Yet existing evaluations often reduce this setting to reranking small shortlisted candidate sets or judge reports mainly by semantic plausibility. We introduce Recommendation Atlas (Agentic Tool-Level Assessment for Shopping), or RecoAtlas, a benchmark and toolkit for evaluating shopping agents with behavior-grounded metrics. RecoAtlas complements held-o",http://arxiv.org/abs/2605.18805v1
